"Source","Target","N","nb_cit_Target","nb_cit_Source","Weight"
41233772,30009485,4,16,56,0.133630620956212
41233772,30806198,5,32,56,0.118113897815384
41233772,32339998,6,9,56,0.267261241912424
41233772,32667965,6,22,56,0.170940864689457
41233772,34794795,4,11,56,0.161164592805076
41233772,35365336,6,18,56,0.188982236504614
41233772,35878022,11,25,56,0.293987366103667
41233772,36155746,14,22,56,0.398862017608733
41233772,36336702,46,113,56,0.578261923427409
41233772,36633048,4,10,56,0.169030850945703
41233772,37180733,4,25,56,0.10690449676497
41233772,37287827,5,17,56,0.162050930888041
41233772,37918331,15,33,56,0.348931578899427
41233772,38084517,9,44,56,0.181310166905711
41233772,38251171,4,5,56,0.239045721866879
41233772,39483661,4,10,56,0.169030850945703
41233772,39757551,25,54,56,0.454620604658317
41233772,39837514,4,20,56,0.119522860933439
41233772,40581347,4,5,56,0.239045721866879
41233772,40607196,10,24,56,0.272772362794991
41278929,16982579,6,117,14,0.14824986333222
41278929,30001927,4,59,14,0.139177800127844
41278929,36336702,11,113,14,0.276560050334848
41278929,39757551,7,54,14,0.254587538608658
41278929,41233772,6,56,14,0.214285714285714
41289387,27498077,4,6,4,0.816496580927726
41342015,5206559,5,68,13,0.168168198499078
41342015,9808723,4,16,13,0.277350098112615
41342015,16982579,8,117,13,0.205128205128205
41342015,28760781,5,32,13,0.24514516892273
41342015,35878022,6,25,13,0.332820117735137
41342015,36111835,4,5,13,0.496138938356834
41342015,36155746,4,22,13,0.236524958395633
41342015,36336702,8,113,13,0.20872722011422
41342015,40607196,6,24,13,0.339683110243379
41342015,41233772,6,56,13,0.22237479499833
41610965,27036916,11,14,20,0.657375735133916
41610965,29980740,4,5,20,0.4
41610965,32095530,6,25,20,0.268328157299975
41610965,33602229,8,8,20,0.632455532033676
41610965,36582850,8,10,20,0.565685424949238
41635419,16982579,4,117,15,0.0954819832052577
41635419,22716633,4,40,15,0.163299316185545
41635419,30806198,5,32,15,0.228217732293819
41635419,31742093,4,13,15,0.286445949615773
41635419,32369021,4,5,15,0.461880215351701
41635419,36336702,8,113,15,0.194314467022904
41635419,37918331,5,33,15,0.224733287487747
41635419,39757551,8,54,15,0.281091347570523
41635419,41233772,7,56,15,0.241522945769824
41647263,37205087,8,28,8,0.534522483824849
41665849,40740425,5,7,6,0.771516749810459
41700789,33754970,4,7,5,0.676123403782813
41878920,5206559,8,68,15,0.25048971643406
41878920,9784477,8,23,15,0.430705521646532
41878920,16982579,4,117,15,0.0954819832052577
41878920,28760781,4,32,15,0.182574185835055
41878920,32095530,4,25,15,0.206559111797729
41878920,33544458,4,6,15,0.421637021355784
41878920,36336702,5,113,15,0.121446541889315
41878920,37051572,4,14,15,0.276026223736942
41878920,37180733,7,25,15,0.361478445646026
41878920,37871006,5,7,15,0.487950036474267
41878920,41168353,5,12,15,0.372677996249965
41878920,41536538,4,5,15,0.461880215351701
41903582,34097463,4,6,4,0.816496580927726
41959381,38084517,5,44,6,0.307728727448332
42003924,36336702,4,113,11,0.11345520555948
42011124,21416813,5,20,12,0.322748612183951
42011124,36336702,4,113,12,0.108625089318714
42011124,38084517,4,44,12,0.174077655955698
42011124,39837514,4,20,12,0.258198889747161
42025930,28791737,4,4,4,1
42084064,9784288,4,41,14,0.166956774225936
42084064,28361015,4,12,14,0.308606699924184
42084064,30806198,4,32,14,0.188982236504614
42084064,32095530,6,25,14,0.320713490294909
42084064,33472468,5,12,14,0.38575837490523
42084064,37205087,10,28,14,0.505076272276105
42358319,9784288,4,41,7,0.236112534440382
42358319,28404852,4,7,7,0.571428571428571
42358319,30806198,5,32,7,0.33407655239053
42358319,33144654,4,25,7,0.302371578407382
42485539,17791782,4,14,12,0.308606699924184
42485539,36239813,4,5,12,0.516397779494322
42485539,36336702,5,113,12,0.135781361648392
42485539,39757551,5,54,12,0.196418550329597
42485539,41278929,4,14,12,0.308606699924184
42604208,9784477,4,23,9,0.278019218742766
42604208,36336702,5,113,9,0.156786811397266
42708365,16982579,4,117,5,0.165379646118945
42894747,16982579,7,117,13,0.179487179487179
42894747,28760781,4,32,13,0.196116135138184
42894747,30051279,4,7,13,0.419313934688767
42894747,34290315,4,8,13,0.392232270276368
42894747,35440054,4,4,13,0.554700196225229
42908689,27420587,4,9,9,0.444444444444444
42908689,33155970,4,4,9,0.666666666666667
43101099,7592799,6,48,9,0.288675134594813
43101099,18242380,4,8,9,0.471404520791032
43101099,31520074,5,7,9,0.629940788348712
43101099,38084517,5,44,9,0.251259453814803
43101099,38896480,6,8,9,0.707106781186548
43190428,8257075,4,51,10,0.177122977108019
43190428,40193121,4,5,10,0.565685424949238
43190428,41816319,4,7,10,0.478091443733757
43366433,27498077,4,6,10,0.516397779494322
43366433,30520118,4,4,10,0.632455532033676
43366433,32909235,4,10,10,0.4
43366433,33296723,4,4,10,0.632455532033676
43366433,37590295,4,6,10,0.516397779494322
43408846,36239813,4,5,4,0.894427190999916
43408846,42485539,4,12,4,0.577350269189626
43452251,14889963,6,22,16,0.319801074533416
43452251,19882291,5,13,16,0.346687622640768
43452251,26183959,6,19,16,0.344123600805843
43452251,26193608,5,11,16,0.376889180722205
43452251,42927568,4,8,16,0.353553390593274
43501556,7592799,9,48,26,0.254762332682534
43501556,11255368,5,12,26,0.283069258536149
43501556,11569824,5,11,26,0.295656197994541
43501556,16982579,10,117,26,0.181309431073474
43501556,18242380,4,8,26,0.277350098112615
43501556,21416813,4,20,26,0.175411603861406
43501556,22920002,4,19,26,0.179968508266339
43501556,26334463,5,9,26,0.326860225230307
43501556,28268029,4,5,26,0.350823207722812
43501556,30648847,5,24,26,0.200160192256359
43501556,35283874,4,7,26,0.29649972666444
43501556,36336702,4,113,26,0.073796216380491
43501556,36953027,7,13,26,0.380749805254295
43501556,38084517,14,44,26,0.413918677192358
43501556,39580645,4,7,26,0.29649972666444
43501556,39803727,4,7,26,0.29649972666444
43501556,39837514,4,20,26,0.175411603861406
43501556,41959381,5,6,26,0.400320384512718
43519446,12585619,4,6,7,0.617213399848368
43519446,14493121,4,4,7,0.755928946018454
43519446,41985103,4,4,7,0.755928946018454
43574810,20025407,4,17,10,0.306785995538948
43574810,38350086,4,8,10,0.447213595499958
43579967,5206559,9,68,11,0.329072590857209
43579967,16982579,4,117,11,0.111498934667612
43579967,17975832,4,23,11,0.251477845384773
43579967,22716633,5,40,11,0.238365647311398
43579967,36336702,7,113,11,0.19854660972909
43579967,41342015,4,13,11,0.334496804002836
43600469,16982579,6,117,8,0.196116135138184
43600469,28840034,5,10,8,0.559016994374947
43600469,30001927,4,59,8,0.184114923579665
43600469,35878022,5,25,8,0.353553390593274
43600469,36336702,4,113,8,0.133038021047548
43600469,41233772,4,56,8,0.188982236504614
43618829,27036916,5,14,7,0.505076272276105
43618829,33602229,4,8,7,0.534522483824849
43618829,41610965,6,20,7,0.50709255283711
43620638,5206559,9,68,16,0.272852578165875
43620638,9784288,5,41,16,0.195217202360758
43620638,9784477,4,23,16,0.208514414057075
43620638,30459318,4,10,16,0.316227766016838
43620638,32095530,5,25,16,0.25
43620638,35365336,6,18,16,0.353553390593274
43620638,36336702,7,113,16,0.16462615196713
43620638,39757551,5,54,16,0.170103454359943
43870179,36336702,4,113,9,0.125429449117813
44025012,27498077,4,6,5,0.730296743340221
44025012,36464021,4,4,5,0.894427190999916
44125362,8257075,4,51,4,0.280056016805602
44134570,38084517,5,44,7,0.284901441149095
44157756,4218636,4,12,46,0.17025130615175
44157756,5206559,26,68,46,0.464879050903899
44157756,5821122,4,5,46,0.263752189358315
44157756,9784288,7,41,46,0.161185954670476
44157756,9784477,13,23,46,0.399669050235875
44157756,13889469,4,4,46,0.294883912309794
44157756,14019388,5,30,46,0.134595475514541
44157756,16982579,12,117,46,0.163572164021906
44157756,17347184,5,13,46,0.204465205027383
44157756,17975832,11,23,46,0.33818150404574
44157756,22716633,7,40,46,0.163188341442055
44157756,28720107,4,13,46,0.163572164021906
44157756,28760781,14,32,46,0.364900224599881
44157756,30009485,4,16,46,0.147441956154897
44157756,30459318,5,10,46,0.233126202060078
44157756,31462573,4,5,46,0.263752189358315
44157756,32095530,7,25,46,0.206418738616856
44157756,32667965,4,22,46,0.125738922692386
44157756,34794795,4,11,46,0.177821689789755
44157756,35365336,6,18,46,0.208514414057075
44157756,36155746,8,22,46,0.251477845384773
44157756,36336702,30,113,46,0.416105175090633
44157756,37055987,5,11,46,0.222277112237194
44157756,37164842,4,4,46,0.294883912309794
44157756,37180733,13,25,46,0.383349086002733
44157756,37493096,6,8,46,0.312771621085612
44157756,37871006,5,7,46,0.278639106287676
44157756,37918331,4,33,46,0.102665400467869
44157756,38084517,6,44,46,0.133366267342316
44157756,39757551,11,54,46,0.22070739732391
44157756,40607196,10,24,46,0.300964632714423
44157756,41168353,5,12,46,0.212814132689687
44157756,41233772,11,56,46,0.216730361715753
44157756,41635419,5,15,46,0.19034674690672
44157756,41878920,7,15,46,0.266485445669408
44157756,43579967,5,11,46,0.222277112237194
44157756,43620638,9,16,46,0.331744401348519
44157756,43870179,4,9,46,0.196589274873196
44584638,9784288,5,41,20,0.174607573942395
44584638,16982579,4,117,20,0.0826898230594723
44584638,30574816,6,12,20,0.387298334620742
44584638,32034205,5,12,20,0.322748612183951
44584638,36336702,4,113,20,0.0841406323823343
44584638,37180733,4,25,20,0.178885438199983
44584638,41510284,4,5,20,0.4
44637801,4202106,4,8,9,0.471404520791032
44637801,5630592,6,18,9,0.471404520791032
44719336,17453395,4,6,24,0.333333333333333
44719336,17538905,6,14,24,0.327326835353989
44719336,28361015,4,12,24,0.235702260395516
44719336,30806198,6,32,24,0.21650635094611
44719336,32095530,5,25,24,0.204124145231932
44719336,33472468,10,12,24,0.58925565098879
44719336,34585189,4,6,24,0.333333333333333
44719336,37205087,22,28,24,0.848668424791506
44719336,41647263,7,8,24,0.505181485540923
44719336,42084064,9,14,24,0.490990253030983
44850108,20025407,4,17,7,0.366679398811285
44850108,37800660,4,6,7,0.617213399848368
44856257,36336702,4,113,8,0.133038021047548
45136473,31786672,4,10,5,0.565685424949238
45244250,36336702,4,113,7,0.142223626906956
45306863,41610965,6,20,7,0.50709255283711
45339904,8257075,4,51,9,0.186704011203735
45339904,37180733,4,25,9,0.266666666666667
45406147,30806198,4,32,6,0.288675134594813
45484614,16982579,6,117,8,0.196116135138184
45484614,24546527,4,30,8,0.258198889747161
45484614,35878022,4,25,8,0.282842712474619
45484614,36336702,5,113,8,0.166297526309435
45484614,41233772,5,56,8,0.236227795630767
45627392,3829231,5,55,8,0.238365647311398
45627392,30001927,4,59,8,0.184114923579665
45627392,35799056,6,6,8,0.866025403784439
45668485,30001927,4,59,4,0.260377821961648
45708433,41823282,4,4,8,0.707106781186547
45807552,5206559,5,68,17,0.147058823529412
45807552,22716633,6,40,17,0.230089496654211
45807552,34794795,5,11,17,0.365636212063565
45807552,36155746,4,22,17,0.206835075998008
45807552,36336702,12,113,17,0.273789988557765
45807552,37918331,4,33,17,0.1688801323683
45807552,39757551,7,54,17,0.231034426694557
45807552,44157756,8,46,17,0.286079415940861
45876930,20025407,5,17,8,0.428746462856272
45876930,31786672,6,10,8,0.670820393249937
45944842,16982579,5,117,7,0.174714139453653
45944842,35878022,4,25,7,0.302371578407382
45980088,5206559,11,68,13,0.369970036697972
45980088,17975832,4,23,13,0.231325972786496
45980088,28760781,5,32,13,0.24514516892273
45980088,35365336,5,18,13,0.326860225230307
45980088,36336702,11,113,13,0.286999927657052
45980088,37180733,6,25,13,0.332820117735137
45980088,37493096,5,8,13,0.49029033784546
45980088,39757551,5,54,13,0.188712839024099
45980088,40607196,4,24,13,0.226455406828919
45980088,44157756,8,46,13,0.327144328043812
46021256,16982579,4,117,11,0.111498934667612
46021256,36336702,8,113,11,0.22691041111896
46021256,41233772,4,56,11,0.161164592805076
46142348,22072376,5,22,11,0.321412173266613
46188420,16982579,4,117,7,0.139771311562922
46188420,35849501,6,11,7,0.683763458757828
46297493,36336702,4,113,5,0.168281264764669
46355491,8257075,4,51,5,0.25048971643406
46434689,36336702,5,113,5,0.210351580955836
46434689,41233772,4,56,5,0.239045721866879
46523565,4065101,4,7,7,0.571428571428571
46523565,11255368,4,12,7,0.436435780471985
46523565,18242380,4,8,7,0.534522483824849
46523565,34097463,4,6,7,0.617213399848368
46588129,44584638,4,20,5,0.4
46628049,29377883,5,5,7,0.845154254728517
46628049,43401739,4,5,7,0.676123403782813
46691175,5206559,4,68,7,0.183339699405642
46723337,43489723,5,6,7,0.771516749810459
46757339,11569824,4,11,10,0.381385035698237
46757339,21416813,4,20,10,0.282842712474619
46757339,28268029,4,5,10,0.565685424949238
46757339,35283874,4,7,10,0.478091443733757
46757339,36953027,7,13,10,0.61394061351492
46757339,38084517,8,44,10,0.381385035698237
46757339,39803727,4,7,10,0.478091443733757
46757339,41959381,4,6,10,0.516397779494322
46757339,43501556,7,26,10,0.43412157106223
47133428,5206559,13,68,70,0.188425586587046
47133428,5630592,6,18,70,0.169030850945703
47133428,7592799,10,48,70,0.172516389835589
47133428,8257071,4,8,70,0.169030850945703
47133428,8257075,4,51,70,0.0669461927004578
47133428,9784288,7,41,70,0.130664343765648
47133428,9784477,9,23,70,0.224300153825652
47133428,10094135,4,33,70,0.0832250378576479
47133428,12949704,4,23,70,0.0996889572558454
47133428,16982579,11,117,70,0.121548816424163
47133428,17975832,4,23,70,0.0996889572558454
47133428,21416813,4,20,70,0.10690449676497
47133428,22716633,6,40,70,0.113389341902768
47133428,22920002,4,19,70,0.109681699421416
47133428,28361015,4,12,70,0.138013111868471
47133428,28760781,7,32,70,0.14790199457749
47133428,30009485,4,16,70,0.119522860933439
47133428,30648847,7,24,70,0.170782512765993
47133428,32095530,5,25,70,0.119522860933439
47133428,32667965,7,22,70,0.178376517003169
47133428,33472468,4,12,70,0.138013111868471
47133428,34227088,4,10,70,0.151185789203691
47133428,34794795,4,11,70,0.144149994031289
47133428,35283874,5,7,70,0.225876975726313
47133428,35365336,5,18,70,0.140859042454753
47133428,36336702,21,113,70,0.236119064010894
47133428,37051572,4,14,70,0.127775312999988
47133428,37180733,5,25,70,0.119522860933439
47133428,37205087,4,28,70,0.0903507902905251
47133428,37918331,5,33,70,0.10403129732206
47133428,38084517,12,44,70,0.216224991046934
47133428,39757551,8,54,70,0.130120009726471
47133428,39803727,4,7,70,0.18070158058105
47133428,39837514,5,20,70,0.133630620956212
47133428,40607196,5,24,70,0.121987509118567
47133428,40662675,4,8,70,0.169030850945703
47133428,41233772,7,56,70,0.111803398874989
47133428,41878920,6,15,70,0.18516401995451
47133428,42011124,5,12,70,0.172516389835589
47133428,42072576,4,4,70,0.239045721866879
47133428,42604208,5,9,70,0.199204768222399
47133428,43501556,6,26,70,0.140642169281549
47133428,43620638,4,16,70,0.119522860933439
47133428,44157756,14,46,70,0.246717581897584
47133428,44719336,5,24,70,0.121987509118567
47133428,45807552,4,17,70,0.11595420713049
47133428,45980088,4,13,70,0.132598708826359
47144931,32667965,9,22,10,0.606779876216918
47144931,38084517,4,44,10,0.190692517849118
47144931,47133428,4,70,10,0.151185789203691
47280354,16982579,4,117,4,0.18490006540841
47280354,33828975,4,6,4,0.816496580927726
47351238,16982579,4,117,5,0.165379646118945
47351238,27966563,4,5,5,0.8
47404002,7592799,4,48,9,0.192450089729875
47404002,16982579,5,117,9,0.154083387840341
47497114,45057810,4,4,5,0.894427190999916
47522415,16982579,5,117,12,0.133440128170906
47522415,36336702,5,113,12,0.135781361648392
47522415,47404002,4,9,12,0.384900179459751
47736488,16982579,4,117,11,0.111498934667612
47736488,24546527,4,30,11,0.220192753025272
47736488,30001927,6,59,11,0.235520601593658
47736488,30009485,4,16,11,0.301511344577764
47828047,8257075,9,51,14,0.336816534854304
47828047,9784288,4,41,14,0.166956774225936
47828047,12949704,4,23,14,0.222911285030141
47828047,30806198,4,32,14,0.188982236504614
47828047,36336702,5,113,14,0.125709113788567
47828047,36543294,4,8,14,0.377964473009227
47852562,5630592,4,18,36,0.157134840263677
47852562,6351292,8,17,36,0.323380833381777
47852562,7308420,4,8,36,0.235702260395516
47852562,10526626,5,20,36,0.186338998124982
47852562,14603547,5,27,36,0.160375074774896
47852562,16511040,7,10,36,0.368932393686311
47852562,17681590,5,15,36,0.215165741455968
47852562,19696249,4,14,36,0.17817416127495
47852562,20025211,5,10,36,0.263523138347365
47852562,20025407,10,17,36,0.404226041727222
47852562,31258751,4,4,36,0.333333333333333
47852562,31786672,6,10,36,0.316227766016838
47852562,33917875,4,5,36,0.298142396999972
47852562,37800660,4,6,36,0.272165526975909
47852562,41631251,4,9,36,0.222222222222222
47852562,43142454,4,7,36,0.251976315339485
47852562,44850108,4,7,36,0.251976315339485
47852562,45876930,4,8,36,0.235702260395516
47852562,46105198,4,4,36,0.333333333333333
47852562,47133428,7,70,36,0.139443337755679
47906196,16982579,4,117,10,0.116941069240937
47906196,36155746,5,22,10,0.337099931231621
47906196,36336702,7,113,10,0.208237441058055
47906196,37918331,4,33,10,0.220192753025272
47906196,39757551,4,54,10,0.172132593164774
47906196,41233772,6,56,10,0.253546276418555
47979440,16982579,4,117,10,0.116941069240937
47979440,30009485,4,16,10,0.316227766016838
47979440,30459318,4,10,10,0.4
47979440,36336702,4,113,10,0.118992823461746
47979440,47736488,7,11,10,0.667423812471915
47990919,32095530,4,25,5,0.357770876399966
48033749,18409404,4,12,5,0.516397779494322
48121486,5206559,7,68,10,0.26843774609658
48121486,28760781,4,32,10,0.223606797749979
48121486,36336702,7,113,10,0.208237441058055
48121486,37180733,6,25,10,0.379473319220206
48121486,39757551,4,54,10,0.172132593164774
48121486,40607196,4,24,10,0.258198889747161
48121486,44157756,8,46,10,0.373001923296126
48121486,45980088,5,13,10,0.438529009653515
48121486,47133428,5,70,10,0.188982236504614
48341290,36953027,5,13,10,0.438529009653515
48341290,38084517,6,44,10,0.286038776773678
48341290,39803727,5,7,10,0.597614304667197
48341290,40662675,4,8,10,0.447213595499958
48341290,43501556,5,26,10,0.310086836473021
48341290,46757339,5,10,10,0.5
48491244,44584638,4,20,4,0.447213595499958
48591971,5206559,7,68,16,0.212218671906791
48591971,16982579,9,117,16,0.208012573584461
48591971,28760781,9,32,16,0.397747564417433
48591971,36155746,5,22,16,0.266500895444513
48591971,36336702,12,113,16,0.282216260515079
48591971,38084517,4,44,16,0.150755672288882
48591971,39757551,6,54,16,0.204124145231932
48591971,40607196,8,24,16,0.408248290463863
48591971,41233772,10,56,16,0.33407655239053
48591971,41342015,7,13,16,0.485362671697076
48591971,43579967,4,11,16,0.301511344577764
48591971,47906196,4,10,16,0.316227766016838
48659759,16511040,5,10,7,0.597614304667197
48659759,47852562,5,36,7,0.314970394174356
48691258,3840603,4,39,14,0.171184197004365
48691258,28361015,4,12,14,0.308606699924184
48691258,30001927,5,59,14,0.173972250159805
48691258,30009485,7,16,14,0.467707173346743
48691258,30459318,4,10,14,0.338061701891407
48691258,32095530,4,25,14,0.213808993529939
48691258,38954404,5,7,14,0.505076272276105
48691258,45339904,4,9,14,0.356348322549899
48691258,47736488,7,11,14,0.564076074817766
48691258,47979440,4,10,14,0.338061701891407
48732368,5206559,14,68,45,0.253085534121766
48732368,5317410,5,15,45,0.192450089729875
48732368,7592799,4,48,45,0.086066296582387
48732368,9784288,4,41,45,0.0931240394359438
48732368,9784477,4,23,45,0.124333974432042
48732368,9808723,5,16,45,0.186338998124982
48732368,13889431,4,4,45,0.298142396999972
48732368,14019388,4,30,45,0.108866210790363
48732368,16982579,16,117,45,0.220506194825259
48732368,17975832,7,23,45,0.217584455256073
48732368,18423574,4,14,45,0.159363814577919
48732368,21422242,5,11,45,0.224733287487747
48732368,22354688,4,9,45,0.198761597999981
48732368,22722328,4,28,45,0.112687233963802
48732368,26334463,5,9,45,0.248451997499977
48732368,28361015,4,12,45,0.172132593164774
48732368,28760781,6,32,45,0.158113883008419
48732368,29618814,5,16,45,0.186338998124982
48732368,30001927,4,59,45,0.0776296679652776
48732368,30051279,4,7,45,0.225374467927604
48732368,30459318,6,10,45,0.282842712474619
48732368,30648847,4,24,45,0.121716123890037
48732368,30806198,6,32,45,0.158113883008419
48732368,32095530,6,25,45,0.178885438199983
48732368,32667965,8,22,45,0.254256690465491
48732368,34290315,4,8,45,0.210818510677892
48732368,34794795,4,11,45,0.179786629990198
48732368,35365336,6,18,45,0.210818510677892
48732368,35878022,9,25,45,0.268328157299975
48732368,36111835,5,5,45,0.333333333333333
48732368,36155746,5,22,45,0.158910431540932
48732368,36336702,32,113,45,0.448750039372449
48732368,36633048,4,10,45,0.188561808316413
48732368,37055987,6,11,45,0.269679944985297
48732368,37918331,4,33,45,0.103799859221536
48732368,38084517,7,44,45,0.157313301241423
48732368,39757551,19,54,45,0.38543439231845
48732368,39837514,5,20,45,0.166666666666667
48732368,40140180,4,8,45,0.210818510677892
48732368,41233772,14,56,45,0.278886675511359
48732368,41342015,6,13,45,0.248069469178417
48732368,42894747,7,13,45,0.289414380708153
48732368,43501556,5,26,45,0.146176336551172
48732368,43579967,5,11,45,0.224733287487747
48732368,43620638,8,16,45,0.298142396999972
48732368,44157756,13,46,45,0.285731538471508
48732368,45484614,4,8,45,0.210818510677892
48732368,45807552,5,17,45,0.180775381515547
48732368,46434689,4,5,45,0.266666666666667
48732368,47144931,4,10,45,0.188561808316413
48732368,47979440,4,10,45,0.188561808316413
48732368,48591971,5,16,45,0.186338998124982
49056512,16982579,5,117,8,0.163430112615153
49056512,36336702,4,113,8,0.133038021047548
49056512,41233772,5,56,8,0.236227795630767
49056512,48732368,5,45,8,0.263523138347365
49129294,43366433,4,10,4,0.632455532033676
49360039,43489723,4,6,5,0.730296743340221
49360039,46723337,4,7,5,0.676123403782813
49511201,37205087,4,28,4,0.377964473009227
