"Source","Target","N","nb_cit_Target","nb_cit_Source","Weight"
10526583,3812718,4,36,49,0.0952380952380952
10526583,3829231,7,83,49,0.10976425998969
10526583,6351292,4,17,49,0.138591785735047
10526583,7948004,6,75,49,0.0989743318610787
10526616,4413681,4,11,44,0.181818181818182
10526616,6070757,4,5,44,0.269679944985297
10526616,6206054,4,14,44,0.161164592805076
10526616,6356523,8,9,44,0.402015126103685
10526616,10526583,4,49,44,0.0861460984507896
10526626,3829231,4,83,43,0.0669555708881764
10526702,10526616,7,44,18,0.248734169081546
10536708,10526583,5,49,16,0.178571428571429
10536708,10526616,7,44,16,0.263822426505543
10541271,10414659,4,9,5,0.596284793999944
10541912,10526616,4,44,8,0.21320071635561
10587360,3579538,5,33,77,0.0991899501072693
10587360,5119515,4,26,77,0.0893980312535348
10587360,5635475,12,113,77,0.128646110938327
10587360,8718384,11,12,77,0.361873432227873
10587360,9784477,4,207,77,0.0316832304347838
10587360,10526626,5,43,77,0.0868941249218713
10587360,10526702,4,18,77,0.107443061870051
10682331,4543040,5,44,22,0.160706086633306
10682331,4850876,10,98,22,0.215365246126974
10682331,7948004,6,75,22,0.147709789175199
10683513,6834569,5,69,7,0.227507877596645
10685448,3698862,4,18,17,0.228664780190012
10685448,4312792,4,23,17,0.202288694969669
10685448,6207824,8,25,17,0.388057000058133
10685448,6834569,10,69,17,0.291978581236892
10685448,7948004,6,75,17,0.168033610083361
10685448,10683513,4,7,17,0.366679398811285
10687595,6207824,5,25,7,0.377964473009227
10709541,6834569,4,69,4,0.240771706171538
10922858,7491741,4,6,9,0.544331053951817
10922858,9784477,4,207,9,0.0926730729142555
11016319,3108971,4,8,13,0.392232270276368
11016319,10526626,5,43,13,0.211477467218907
11026759,9784477,4,207,10,0.0879173964527716
11035482,10922858,5,9,6,0.680413817439772
11042456,5206559,6,75,7,0.261861468283191
11059064,5206559,4,75,9,0.1539600717839
11090182,8406872,4,8,6,0.577350269189626
11131445,4850876,4,98,12,0.116642368703961
11371531,4218636,4,41,6,0.255030685225335
11371534,4634714,4,24,8,0.288675134594813
11371534,10313269,5,6,8,0.721687836487032
11436738,4543040,5,44,10,0.238365647311398
11436738,4850876,6,98,10,0.191662969499982
11460381,3698862,4,18,19,0.21629522817435
11460381,3837171,7,7,19,0.606976978666884
11460381,4976212,9,14,19,0.551825405536469
11460381,6745943,4,14,19,0.245255735793986
11460381,6834569,5,69,19,0.138092044166527
11470411,6356523,4,9,7,0.50395263067897
11470411,10526616,5,44,7,0.284901441149095
11566549,5635475,20,113,42,0.290312762741674
11566549,10587360,6,77,42,0.105506992267999
11569824,9784477,4,207,17,0.0674295649898898
11579324,10587360,4,77,8,0.161164592805076
11623032,3949807,7,16,11,0.527644853011086
11623032,3952627,6,14,11,0.483493778415228
11623032,4218636,5,41,11,0.235440804674006
11623032,4256182,4,18,11,0.284267621807481
11623032,4601500,7,19,11,0.484200124706252
11623032,4634714,6,24,11,0.369274472937998
11623032,5988791,5,12,11,0.435194139889245
11834030,4183888,4,4,4,1
12104620,9362782,4,14,5,0.478091443733757
12116695,5119515,8,26,11,0.473049916791266
12116695,5635475,4,113,11,0.11345520555948
12164185,10108920,4,8,4,0.707106781186547
12211496,3579538,9,33,26,0.307254933899513
12211496,10587360,7,77,26,0.156446554693686
12272658,5138972,5,10,55,0.21320071635561
12272658,5635475,4,113,55,0.0507387104064418
12272658,7874491,4,6,55,0.220192753025272
12272658,7886747,6,11,55,0.243934688454523
12272658,7896771,17,32,55,0.405221600429377
12272658,8874435,8,15,55,0.278524249529117
12272658,9332280,4,13,55,0.149591518401353
12299162,3406378,6,14,9,0.534522483824849
12299162,3829231,4,83,9,0.14635234665292
12305075,10312971,4,9,8,0.471404520791032
12305075,11445356,4,4,8,0.707106781186547
12312262,3587998,4,21,11,0.263180677983908
12312262,7948004,4,75,11,0.139262124764558
12374520,3563669,4,6,16,0.408248290463863
12374520,5635475,5,113,16,0.11759010854795
12375933,5635475,4,113,21,0.0821128492798557
12399106,9762791,4,7,4,0.755928946018454
12573559,7948004,4,75,4,0.23094010767585
12651757,6749624,4,16,7,0.377964473009227
12651757,9147097,4,8,7,0.534522483824849
12693203,12375933,4,21,6,0.356348322549899
12745663,4048368,7,12,33,0.351763235340724
12745663,4543040,4,44,33,0.104972776216296
12745663,4850876,16,98,33,0.281351979381332
12745663,4850879,4,8,33,0.246182981958665
12745663,5998230,4,5,33,0.311399577664609
12745663,6212200,4,10,33,0.220192753025272
12745663,9346202,6,17,33,0.253320198552449
12838770,8257075,6,53,49,0.117737626241733
12838770,10526583,4,49,49,0.0816326530612245
12855589,5119515,4,26,20,0.175411603861406
12855589,9107706,4,9,20,0.298142396999972
12928053,4543040,4,44,21,0.131590338991954
12928053,4850876,9,98,21,0.198390021379832
12928053,4850879,4,8,21,0.308606699924184
12928053,5227468,4,13,21,0.242091013067521
12928053,6834569,4,69,21,0.105081387498547
12928053,9346202,4,17,21,0.211702449609985
12928053,12745663,4,33,21,0.151947435279517
12949704,8257075,4,53,13,0.152387863551892
12956240,10442481,4,8,6,0.577350269189626
13011204,6206054,4,14,6,0.436435780471985
13018314,3346909,5,35,14,0.225876975726313
13018314,3587998,5,21,14,0.291605921759902
13018314,3698862,5,18,14,0.314970394174356
13018314,5631710,4,16,14,0.267261241912424
13018314,6834569,9,69,14,0.289570253439504
13018314,6877657,4,12,14,0.308606699924184
13018314,7948004,4,75,14,0.123442679969674
13053274,3788494,4,6,5,0.730296743340221
13053274,9395753,4,6,5,0.730296743340221
13053274,10108920,4,8,5,0.632455532033676
13053274,12164185,4,4,5,0.894427190999916
13070373,9784477,4,207,28,0.0525406937492734
13118712,5009321,4,16,15,0.258198889747161
13136272,7430185,4,5,8,0.632455532033676
13143781,4218636,4,41,6,0.255030685225335
13379966,11437417,4,19,4,0.458831467741123
13441540,4850876,6,98,11,0.182743471161952
13441540,4850879,4,8,11,0.426401432711221
13441540,6084569,4,17,11,0.292508969650852
13441540,7208158,4,11,11,0.363636363636364
13441540,9346202,6,17,11,0.438763454476278
13499543,5206559,12,75,78,0.156892908110547
13499543,5635475,5,113,78,0.0532578317405654
13499543,5892831,4,28,78,0.0855920985021826
13499543,9784477,11,207,78,0.0865685635191457
13501889,5119515,4,26,6,0.320256307610174
13501889,12116695,4,11,6,0.492365963917331
13504653,6087949,5,21,11,0.328975847479885
13570538,5988791,4,12,4,0.577350269189626
13570538,10507288,4,12,4,0.577350269189626
13579522,5216250,4,7,7,0.571428571428571
13640314,12272658,4,55,5,0.241209075662211
13779895,7948004,5,75,8,0.204124145231932
13782584,7948004,5,75,12,0.166666666666667
13782584,9395753,4,6,12,0.471404520791032
13839427,12305075,4,8,4,0.707106781186547
13847009,12955048,5,6,8,0.721687836487032
13883643,8242404,4,16,15,0.258198889747161
13883643,9784288,5,81,15,0.143443827637312
14019388,4218636,4,41,85,0.0677576913315142
14019388,5206559,6,75,85,0.0751469149302179
14019388,5635475,4,113,85,0.0408142017316035
14019388,9784288,6,81,85,0.0723101526062187
14019388,9784477,11,207,85,0.0829274000558484
14019388,10526626,4,43,85,0.0661631693578849
14019388,11274817,5,18,85,0.127827498141228
14138210,9784477,9,207,67,0.0764222703169001
14138210,14019388,6,85,67,0.0795068204869924
14173197,3829231,4,83,42,0.0677479720900769
14173197,7948004,5,75,42,0.0890870806374748
14184389,7721190,4,4,18,0.471404520791032
14196554,9784288,4,81,4,0.222222222222222
14197708,3843749,4,28,11,0.227921152919276
14245184,4843016,5,6,15,0.52704627669473
14392020,3346909,4,35,15,0.174574312188794
14392020,6834569,4,69,15,0.124333974432042
14392020,7948004,5,75,15,0.149071198499986
14427894,6834569,4,69,5,0.215352760823266
14427894,10683513,4,7,5,0.676123403782813
14450622,3406378,8,14,23,0.445822570060282
14450622,3829231,7,83,23,0.160212012493111
14450622,5035123,4,11,23,0.251477845384773
14450622,9395753,4,6,23,0.340502612303499
14450622,10099377,5,18,23,0.245736593591495
14450622,13053274,4,5,23,0.373001923296126
14450622,13782584,4,12,23,0.240771706171538
14603537,14450622,4,23,10,0.263752189358315
14603547,4409272,4,7,84,0.164957219768465
14603547,5278582,4,7,84,0.164957219768465
14603547,5635475,6,113,84,0.0615846369598918
14603547,5795429,5,92,84,0.0568769693991613
14603547,6351292,4,17,84,0.105851224804993
14603547,7308420,6,13,84,0.181568259800641
14603547,8257075,4,53,84,0.0599490649330181
14603547,9784477,8,207,84,0.0606687673591053
14603547,10094135,5,42,84,0.0841793787126842
14603547,10189897,4,7,84,0.164957219768465
14603547,10526583,4,49,84,0.062347968638855
14603547,10526602,5,14,84,0.145802960879951
14603547,10526616,4,44,84,0.0657951694959769
14603547,11566549,4,42,84,0.0673435029701474
14603547,12838770,5,49,84,0.0779349607985687
14605917,14603547,5,84,14,0.145802960879951
14636645,6207824,4,25,6,0.32659863237109
14663442,12312094,4,5,5,0.8
14713742,7948004,4,75,6,0.188561808316413
14716069,6087949,4,21,6,0.356348322549899
14716089,5274616,4,22,19,0.195646395217807
14716089,6356523,5,9,19,0.382359556450936
14716089,10526616,9,44,19,0.311271508739734
14718960,10526616,5,44,9,0.251259453814803
14729106,3053852,4,10,26,0.248069469178417
14729106,10094135,4,42,26,0.12104550653376
14729106,11437417,4,19,26,0.179968508266339
14777079,3829231,4,83,14,0.117342929769772
14777079,6448033,4,4,14,0.534522483824849
14811891,12375933,4,21,4,0.436435780471985
14841640,9346202,5,17,7,0.458349248514106
14882499,9784477,4,207,50,0.0393178549746392
14882499,14019388,10,85,50,0.153392997769474
14882499,14138210,5,67,50,0.086386842558136
14886154,6087949,4,21,10,0.276026223736942
14886154,9147079,4,9,10,0.421637021355784
14886154,10415788,4,9,10,0.421637021355784
14889963,3812718,8,36,55,0.179786629990198
14889963,3829231,5,83,55,0.0740030489884288
14889963,4312792,5,23,55,0.140580389278883
14889963,4543040,5,44,55,0.101639453522718
14889963,4850876,7,98,55,0.0953462589245592
14889963,6834568,4,19,55,0.123737644977949
14889963,6834569,9,69,55,0.146095426067302
14889963,6834572,5,29,55,0.125195771459034
14889963,7308420,4,13,55,0.149591518401353
14889963,7460923,4,7,55,0.20385887657505
14889963,7948004,9,75,55,0.140129809949074
14889963,8684866,4,4,55,0.269679944985297
14889963,8762079,5,18,55,0.158910431540932
14889963,10526583,5,49,55,0.0963142660661774
14889963,12834396,4,7,55,0.20385887657505
14889963,12838770,4,49,55,0.077051412852942
14889963,14450622,4,23,55,0.112464311423107
14889963,14603537,7,10,55,0.298481002897855
14889963,14603547,9,84,55,0.132410224425712
14889963,14777079,5,14,55,0.180187492539112
15067237,4218636,4,41,5,0.279372118307831
15096508,12745663,5,33,6,0.355334527259351
15097750,12272658,4,55,20,0.120604537831105
15135650,14559778,4,4,7,0.755928946018454
15199306,5741572,4,5,4,0.894427190999916
15284012,3442931,4,18,27,0.181443684650606
15284012,6834569,4,69,27,0.0926730729142555
15284012,7948004,6,75,27,0.133333333333333
15284012,10526583,5,49,27,0.137464349807054
15306365,3829231,5,83,23,0.114437151780793
15306365,10526583,4,49,23,0.1191510937469
15306365,14173197,5,42,23,0.160872363021947
15306365,14450622,5,23,23,0.217391304347826
15352517,7720676,4,19,7,0.346843987809648
15450885,15284012,4,27,11,0.232103541274264
15593237,4543040,5,44,15,0.194624736040381
15593237,4850876,8,98,15,0.20865621238292
15593237,6212200,6,10,15,0.489897948556636
15593237,11436738,4,10,15,0.32659863237109
15671149,3231469,7,9,42,0.360041149911548
15671149,3346909,8,35,42,0.20865621238292
15671149,3587998,6,21,42,0.202030508910442
15671149,3698862,6,18,42,0.218217890235992
15671149,3782363,4,9,42,0.205737799949456
15671149,3812718,4,36,42,0.102868899974728
15671149,4850876,6,98,42,0.0935219529582824
15671149,5631710,5,16,42,0.192879187452615
15671149,6207824,17,25,42,0.524631389871113
15671149,6834569,20,69,42,0.371518808383569
15671149,6834572,4,29,42,0.114613651012251
15671149,6877657,7,12,42,0.311804782231162
15671149,7450889,6,7,42,0.349927106111883
15671149,7948004,14,75,42,0.249443825784929
15671149,8963465,4,10,42,0.195180014589707
15671149,10683513,4,7,42,0.233284737407922
15671149,10685448,12,17,42,0.449088713139072
15671149,10687595,6,7,42,0.349927106111883
15671149,13018314,7,14,42,0.288675134594813
15671149,14392020,9,15,42,0.358568582800318
15671149,14636645,4,6,42,0.251976315339485
15679285,9784477,4,207,16,0.0695048046856916
15730142,9784477,4,207,39,0.0445187042196118
15730142,12693203,4,6,39,0.261488180184245
15730142,15450885,5,11,39,0.241402274792634
15818407,8672093,4,5,9,0.596284793999944
15818407,13136272,6,8,9,0.707106781186548
15822537,9784477,4,207,15,0.0717842536077554
15822537,13070373,4,28,15,0.195180014589707
15856267,7948004,4,75,8,0.163299316185545
15859799,7308420,5,13,8,0.49029033784546
15859799,14603547,6,84,8,0.231455024943138
15962992,10451887,4,9,22,0.284267621807481
15962992,12272658,6,55,22,0.172487872372821
15962992,15097750,5,20,22,0.238365647311398
15987670,7443064,4,7,4,0.755928946018454
16015457,4218636,6,41,7,0.354168801660573
16015457,4608622,4,17,7,0.366679398811285
16026781,14184389,4,18,4,0.471404520791032
16065346,4543040,4,44,12,0.174077655955698
16065346,16062553,5,11,12,0.435194139889245
16136183,14173197,4,42,7,0.233284737407922
16138536,3788494,4,6,9,0.544331053951817
16138536,7608557,4,5,9,0.596284793999944
16138536,9395753,4,6,9,0.544331053951817
16138536,10108920,4,8,9,0.471404520791032
16138536,13053274,4,5,9,0.596284793999944
16138536,13782584,4,12,9,0.384900179459751
16239845,3736908,4,13,6,0.452910813657838
16239845,10160786,4,7,6,0.617213399848368
16246692,5628172,4,5,4,0.894427190999916
16289234,4634714,4,24,5,0.365148371670111
16427651,4850876,6,98,23,0.12637881956134
16427651,5795429,4,92,23,0.0869565217391304
16427651,7594501,4,51,23,0.116791432494757
16427651,9346202,5,17,23,0.252860868712087
16427651,10311837,4,43,23,0.127192600149779
16427651,14841640,4,7,23,0.31524416249564
16427651,15223973,5,7,23,0.39405520311955
16429220,3587998,4,21,13,0.242091013067521
16429220,5631710,6,16,13,0.416025147168922
16429220,6207824,5,25,13,0.277350098112615
16429220,6834569,10,69,13,0.333890281647089
16429220,10683513,5,7,13,0.524142418360959
16429220,10685448,6,17,13,0.403603676397787
16429220,15671149,7,42,13,0.299572344757639
16507858,14603547,5,84,23,0.113753938798323
16508693,3406378,4,14,26,0.209656967344384
16508693,10099377,6,18,26,0.277350098112615
16508693,14450622,5,23,26,0.204465205027383
16511040,16507858,6,23,16,0.312771621085612
16525972,16507858,4,23,7,0.31524416249564
16655564,12838770,5,49,14,0.190900887080303
16659203,5206559,4,75,5,0.206559111797729
16659203,9784477,4,207,5,0.124333974432042
16660510,7948004,4,75,5,0.206559111797729
16662663,3406378,5,14,11,0.40291148201269
16662663,3829231,4,83,11,0.132380678464299
16662663,7049624,4,8,11,0.426401432711221
16662663,10099377,5,18,11,0.355334527259351
16662663,12299162,5,9,11,0.502518907629606
16662663,14450622,5,23,11,0.314347306730966
16662663,16508693,4,26,11,0.236524958395633
16671814,3406378,6,14,10,0.50709255283711
16671814,7049624,4,8,10,0.447213595499958
16671814,12299162,6,9,10,0.632455532033676
16671814,14450622,4,23,10,0.263752189358315
16671814,16508693,5,26,10,0.310086836473021
16671814,16662663,7,11,10,0.667423812471915
16684540,4048368,6,12,26,0.339683110243379
16684540,4543040,5,44,26,0.147828098997271
16684540,4850876,11,98,26,0.21791793423134
16684540,10682331,5,22,26,0.209060502501773
16684540,12745663,9,33,26,0.307254933899513
16722672,4218636,4,41,55,0.0842338630285323
16722672,9784477,9,207,55,0.08434823356733
16722672,14138210,7,67,55,0.115313271615124
16852372,3420352,5,9,6,0.680413817439772
16862911,4033967,4,8,12,0.408248290463863
16862911,14603547,6,84,12,0.188982236504614
16863415,12838770,4,49,6,0.233284737407922
16944260,5795429,4,92,16,0.104257207028537
16944260,16440125,4,10,16,0.316227766016838
16955522,7648557,4,4,9,0.666666666666667
16955522,8865905,4,11,9,0.402015126103685
16963625,8167784,4,6,19,0.374634324632678
16963625,14197708,4,11,19,0.27668578554643
16964454,3231469,5,9,52,0.231125081760512
16964454,3346909,13,35,52,0.304724700110022
16964454,3442931,6,18,52,0.196116135138184
16964454,3698862,4,18,52,0.130744090092123
16964454,3782363,4,9,52,0.18490006540841
16964454,3812718,4,36,52,0.0924500327042048
16964454,3829231,6,83,52,0.0913293848321974
16964454,4312792,8,23,52,0.231325972786496
16964454,4543040,7,44,52,0.146342351751241
16964454,4850876,8,98,52,0.112066362936105
16964454,5631710,5,16,52,0.173343811320384
16964454,6207824,8,25,52,0.221880078490092
16964454,6294319,4,8,52,0.196116135138184
16964454,6834569,14,69,52,0.233723197152962
16964454,7352453,4,4,52,0.277350098112615
16964454,7948004,29,75,52,0.464371646034753
16964454,10526583,4,49,52,0.0792428851750327
16964454,10685448,9,17,52,0.302702757298341
16964454,10687595,5,7,52,0.26207120918048
16964454,13018314,5,14,52,0.185312329165275
16964454,14296650,4,8,52,0.196116135138184
16964454,14392020,5,15,52,0.179028718509858
16964454,14889963,4,55,52,0.0747957592006766
16964454,15671149,17,42,52,0.363766418634276
16964454,16684540,4,26,52,0.108785658644084
16964530,3346909,8,35,21,0.295084445425327
16964530,3442931,5,18,21,0.25717224993682
16964530,6207824,4,25,21,0.174574312188794
16964530,7352453,4,4,21,0.436435780471985
16964530,7948004,14,75,21,0.352766841475279
