"Source","Target","N","nb_cit_Target","nb_cit_Source","Weight"
6272854,6269659,14,24,67,0.349128267637672
6294319,3346909,10,102,45,0.147602480923349
6294319,4850876,12,260,45,0.110940039245046
6294319,6269659,8,24,45,0.243432247780074
6294319,6272854,14,67,45,0.254967236863805
6372149,5845298,6,18,20,0.316227766016838
6510695,6087949,6,66,22,0.157459164324443
6614874,4850876,6,260,8,0.131558702896054
6635542,4850876,6,260,11,0.112193638801015
6635873,4850876,6,260,27,0.0716114874039433
6635873,4860486,7,14,27,0.360041149911548
6722631,6087949,9,66,14,0.296078262731896
6743038,3717160,11,63,16,0.346467433591792
6743038,3717888,6,22,16,0.319801074533416
6749624,3239695,6,18,95,0.145095250022002
6749624,3587998,6,80,95,0.0688247201611685
6749624,3698862,7,53,95,0.0986502755290944
6749624,4430849,13,52,95,0.184960877797953
6749624,6087949,28,66,95,0.353609774197905
6749624,6088620,8,14,95,0.219363398842833
6749624,6745943,10,22,95,0.218739319629904
6764861,6087949,7,66,21,0.188025358272589
6764861,6749624,9,95,21,0.20149814827784
6819608,4118422,8,74,31,0.167029538131865
6834569,3231469,6,21,186,0.0960030721474639
6834569,3346909,26,102,186,0.188762964809914
6834569,3442931,10,32,186,0.129618961841303
6834569,3587998,30,80,186,0.245934688418982
6834569,3698862,20,53,186,0.201435304207814
6834569,3717160,7,63,186,0.0646652994719309
6834569,3782363,11,72,186,0.095053905350289
6834569,3812718,11,87,186,0.086472215616706
6834569,3843749,6,71,186,0.0522114319003159
6834569,3998319,9,112,186,0.0623558244907905
6834569,4118422,10,74,186,0.085236904249128
6834569,4121902,11,29,186,0.149774270891186
6834569,4312792,24,67,186,0.214989558703367
6834569,4382861,6,28,186,0.083141099321054
6834569,4430849,13,52,186,0.132185923152089
6834569,4544429,9,87,186,0.0707499945954867
6834569,4834119,7,35,186,0.0867576032427712
6834569,4850876,15,260,186,0.0682100099623
6834569,4976212,10,17,186,0.177835748507395
6834569,5061840,6,54,186,0.059868434008925
6834569,5254609,8,23,186,0.122312149047352
6834569,5631710,15,37,186,0.18081477900572
6834569,5634914,6,6,186,0.179605302026775
6834569,6207824,16,77,186,0.13369591811181
6834569,6272854,6,67,186,0.0537473896758417
6834569,6294319,6,45,186,0.0655825835783953
6834569,6749624,11,95,186,0.0827512209742075
6834572,3587998,7,80,116,0.0726647948720225
6834572,3717160,8,63,116,0.0935816541791462
6834572,3812718,11,87,116,0.109497464846308
6834572,3843749,6,71,116,0.066113946408189
6834572,4121902,6,29,116,0.103448275862069
6834572,4312792,15,67,116,0.17014722213485
6834572,4544429,6,87,116,0.0597258899161682
6834572,4850876,23,260,116,0.132437863915153
6834572,5631710,6,37,116,0.0915843766308995
6834572,6207824,6,77,116,0.0634858433535727
6834572,6635873,8,27,116,0.142948337978373
6834572,6834569,39,186,116,0.265508934761647
6835806,3587998,6,80,72,0.0790569415042095
6835806,3812718,9,87,72,0.113714706536836
6835806,3843749,6,71,72,0.0839181358296689
6835806,4850876,10,260,72,0.0730881682755858
6835806,6834569,19,186,72,0.164184018332317
6835806,6834572,21,116,72,0.229786257504514
6864888,6834569,6,186,13,0.122017775217313
6877657,6834569,9,186,10,0.208682503092076
6922601,4850876,6,260,9,0.124034734589208
7191723,3782363,7,72,39,0.13209898731687
7191723,6835806,6,72,39,0.11322770341446
7208158,4850876,31,260,74,0.223490547782283
7208158,5795429,13,162,74,0.118732601942758
7208158,6834572,6,116,74,0.0647599337664518
7227165,4850876,6,260,14,0.0994490316197694
7227165,7208158,6,74,14,0.18641092980036
7308566,3829220,6,29,39,0.178410310035016
7308566,4850876,9,260,39,0.0893765387586327
7308566,6084569,6,37,39,0.157949437947797
7353282,4850876,10,260,30,0.11322770341446
7404751,3998319,8,112,42,0.116642368703961
7404751,6272854,13,67,42,0.245065008853409
7534972,3346909,8,102,94,0.0817007370205667
7534972,3462153,6,7,94,0.233904352675635
7534972,3782363,6,72,94,0.0729324957489473
7534972,3998319,20,112,94,0.194920293896363
7534972,4100681,8,16,94,0.206284249251759
7534972,4430849,6,52,94,0.0858194351535935
7534972,4579780,10,16,94,0.257855311564698
7534972,4888770,12,19,94,0.283949114568181
7534972,6087949,9,66,94,0.114263261126781
7534972,6088621,30,47,94,0.45134475394886
7534972,6207824,6,77,94,0.0705248158778222
7534972,6749624,6,95,94,0.0634929522325328
7534972,6834569,9,186,94,0.0680647275610114
7592491,5795429,7,162,42,0.0848625128695526
7592491,6372149,8,20,42,0.276026223736942
7594501,4850876,8,260,65,0.0615384615384615
7594501,5795429,9,162,65,0.0877058019307029
7866541,4850876,8,260,23,0.103452120022374
7867409,4850876,6,260,16,0.0930260509419063
7948004,3089206,7,20,182,0.116023870223064
7948004,3231469,11,21,182,0.177929248222722
7948004,3346909,22,102,182,0.161468161717528
7948004,3442931,14,32,182,0.183449846426336
7948004,3442981,9,32,182,0.117932044131216
7948004,3587998,18,80,182,0.149173547429654
7948004,3698862,10,53,182,0.101818424163149
7948004,3782363,25,72,182,0.218392674317066
7948004,3812718,11,87,182,0.0874172952215548
7948004,3890703,7,17,182,0.125845556426908
7948004,3998319,14,112,182,0.098058067569092
7948004,4118422,6,74,182,0.0517010896693936
7948004,4312792,12,67,182,0.108669620575173
7948004,4430849,8,52,182,0.082234228280746
7948004,4543040,7,49,182,0.0741249316661101
7948004,4544429,7,87,182,0.0556291878682622
7948004,4850876,16,260,182,0.0735525298051935
7948004,5235496,8,26,182,0.116296760925916
7948004,5254609,9,23,182,0.139105050240417
7948004,5631710,6,37,182,0.0731163821999239
7948004,6087949,8,66,182,0.0729931868601812
7948004,6088621,8,47,182,0.0864978602180733
7948004,6207824,22,77,182,0.185841038739426
7948004,6294319,6,45,182,0.0662993544131796
7948004,6834569,45,186,182,0.244579666049775
7948004,6834572,13,116,182,0.0894702526450797
7948004,6835806,7,72,182,0.0611499488087786
7948004,7534972,10,94,182,0.0764540293979072
7948009,3346909,11,102,71,0.129259783720147
7948009,3782363,8,72,71,0.111890847772892
7948009,4118422,6,74,71,0.0827763392817059
7948009,4312792,6,67,71,0.0869930734522786
7948009,4540535,7,14,71,0.222026517893443
7948009,6834569,13,186,71,0.113124769117351
8118547,6834569,6,186,29,0.0816950568497377
8146692,6749624,9,95,19,0.211838018921033
8212973,6462802,7,31,69,0.151353562522544
8212973,6628472,7,14,69,0.225221308230725
8360829,4563052,6,17,11,0.438763454476278
8529455,4850876,9,260,16,0.13953907641286
8529455,7208158,6,74,16,0.174371458115729
8721607,4834119,8,35,34,0.231908414260979
8721607,6834569,6,186,34,0.0754493182241785
8721607,7948004,6,182,34,0.0762739254271382
8726652,3346909,6,102,35,0.100419289050687
8726652,8721607,12,34,35,0.347862621391469
8730658,3843813,10,21,109,0.209014831173538
8730658,4409281,7,75,109,0.0774201769053064
8730658,7727468,6,110,109,0.0547950917972668
8863445,6294319,6,45,12,0.258198889747161
8872319,3587998,9,80,27,0.193649167310371
8872319,6834569,7,186,27,0.0987778765557037
8874441,4850876,6,260,7,0.140642169281549
8902723,3998319,8,112,17,0.183339699405642
8962888,3829220,6,29,33,0.193952455150571
8962888,6084569,11,37,33,0.314800093867678
9027974,4850876,6,260,9,0.124034734589208
9084650,9084645,6,49,28,0.161984774146812
9147079,6087949,9,66,18,0.261116483933547
9147079,6749624,10,95,18,0.241825416703337
9147081,6087949,7,66,26,0.168981592354844
9147081,6510695,8,22,26,0.334496804002836
9147081,6749624,6,95,26,0.12072654548783
9147097,6087949,16,66,25,0.393892771133865
9147097,6749624,13,95,25,0.26675437154214
9152388,6087949,6,66,19,0.169434748417471
9167434,3998319,7,112,26,0.129718630415693
9209378,4850876,37,260,106,0.222875390673307
9209378,5751896,6,7,106,0.220266929464306
9209378,5795429,14,162,106,0.106835994182314
9209378,6834572,6,116,106,0.0541089770031065
9209378,7208158,29,74,106,0.32743809532843
9209378,7308566,8,39,106,0.124424169565001
9209378,7723728,6,12,106,0.168231646227613
9209378,8529455,6,16,106,0.14569287935359
9220309,3998319,6,112,17,0.137504774554232
9223029,5227468,7,47,32,0.180498718095289
9223029,6272854,9,67,32,0.194370395755806
9266367,5995954,6,10,10,0.6
9346202,4850876,22,260,37,0.224303032328701
9346202,6635542,6,11,37,0.297408958257966
9346202,7208158,13,74,37,0.248442923119598
9346202,8529455,7,16,37,0.287698227784375
9346202,9209378,11,106,37,0.175646253371099
9351735,4430849,7,52,12,0.280224269158902
9354077,4936344,6,13,13,0.461538461538462
9441169,3998319,8,112,20,0.169030850945703
9652084,3998319,9,112,14,0.227284322524247
9689151,3346909,6,102,9,0.198029508595335
9784477,5274616,6,43,82,0.101043899076371
9795257,9789367,6,15,25,0.309838667696593
10042666,6834569,6,186,31,0.0790157981542961
10042666,7948009,8,71,31,0.170521822527795
10098562,7948004,6,182,33,0.0774209661138764
10183372,6834569,8,186,26,0.11503946170861
10183372,7948004,8,182,26,0.116296760925916
10183372,8721607,11,34,26,0.369970036697972
10183372,8726652,10,35,26,0.331496772065898
10184504,4850876,14,260,46,0.128015467292905
10184504,6294319,6,45,46,0.131876094679157
10184504,6834569,9,186,46,0.0972987187644924
10184504,6834572,8,116,46,0.109517135638679
10184504,6835806,7,72,46,0.12163340819996
10184504,7353282,6,30,46,0.16151457061745
10184504,8721607,10,34,46,0.252860868712087
10334893,3998319,6,112,13,0.157242725508288
10346361,3998319,10,112,25,0.188982236504614
10350787,9081968,8,29,32,0.262612865719445
10414659,4579780,8,16,25,0.4
10414659,6087949,8,66,25,0.196946385566932
10414659,6088621,11,47,25,0.320902981295368
10414659,7534972,14,94,25,0.288797948952462
10415633,3927077,6,24,14,0.327326835353989
10435025,3843749,7,71,38,0.134764985014891
10435025,6834569,6,186,38,0.071367910210471
10435025,8926757,7,16,38,0.283887486978834
10442528,3587998,7,80,52,0.108530392765557
10442528,4850876,10,260,52,0.0860026145192227
10442528,5795429,6,162,52,0.0653720450460613
10442528,6834569,7,186,52,0.0711770355434324
10442528,7948004,7,182,52,0.0719549497456527
10442528,9654581,8,9,52,0.369800130816819
10526583,5236958,6,9,118,0.184114923579665
10526583,6084569,6,37,118,0.0908049209529004
10526616,4936344,8,13,115,0.206904240044749
10526616,6356523,7,10,115,0.206418738616856
10526616,6411895,11,27,115,0.197406697421327
10526626,6462802,6,31,62,0.136859377003848
10526626,6623269,6,8,62,0.269407953040162
10526626,6628472,6,14,62,0.203653269990639
10526626,8212973,9,69,62,0.137601167678271
10526702,10526602,6,16,46,0.221162934232346
10526702,10526616,7,115,46,0.0962432331355594
10528384,8726652,6,35,14,0.271052370871575
10536708,10526616,6,115,28,0.105736106527536
10551727,3001875,8,20,40,0.282842712474619
10551727,3318380,8,29,40,0.234888087805881
10551727,6459334,8,23,40,0.263752189358315
10561425,3998319,6,112,21,0.123717914826348
10561425,6272854,7,67,21,0.186616908791155
10577571,4219674,6,56,42,0.123717914826348
10587360,4117924,6,37,290,0.0579230456480681
10587360,4219674,11,56,290,0.0863176628289724
10587360,5278580,6,20,290,0.0787838597158335
10587360,5635475,22,90,290,0.136176581329838
10587360,6351292,6,25,290,0.0704664263417644
10587360,6465367,8,23,290,0.0979551039956602
10587360,7896771,13,50,290,0.107959123809862
10587360,8718384,9,12,290,0.152564288314682
10587360,8737572,6,7,290,0.133169028485543
10587360,9491629,8,34,290,0.0805659494510761
10587360,10372595,6,18,290,0.08304547985374
10587360,10526616,12,115,290,0.0657102813832072
10587360,10526626,7,62,290,0.052203929718813
10587360,10526702,10,46,290,0.086580897858956
10682331,4850876,16,260,23,0.206904240044749
10682331,6834572,7,116,23,0.135520541215914
10683513,3587998,7,80,42,0.120761472884912
10683513,3698862,7,53,42,0.148366366189754
10683513,4430849,6,52,42,0.128388147753274
10683513,4976212,6,17,42,0.224544356569536
10683513,6207824,8,77,42,0.140675989690666
10683513,6834569,19,186,42,0.214967340545675
10685448,3346909,12,102,70,0.142014320499345
10685448,3442931,6,32,70,0.126773138209277
10685448,3587998,6,80,70,0.0801783725737273
10685448,3782363,6,72,70,0.0845154254728517
10685448,3812718,10,87,70,0.128141957406415
10685448,4312792,8,67,70,0.116816332064914
10685448,6207824,19,77,70,0.258796988509518
10685448,6834569,23,186,70,0.201568351452354
10685448,7948004,23,182,70,0.203771349682271
10685448,10683513,12,42,70,0.221313334068995
10687595,6834569,7,186,22,0.109428444909126
10687595,7948004,6,182,22,0.0948209311861521
10687595,10685448,6,70,22,0.152894157431288
10733675,3812718,7,87,45,0.11187477034659
10733675,3998319,16,112,45,0.225374467927604
10733675,4294357,7,14,45,0.278886675511359
10733675,7404751,7,42,45,0.161015297179883
10733675,8085440,7,10,45,0.329983164553722
10733675,10561425,11,21,45,0.357830026747796
10880428,6347137,6,23,8,0.442325868464691
11000571,3717160,11,63,39,0.221916761978561
11000571,6272854,7,67,39,0.136939373033179
11000571,6743038,7,16,39,0.280224269158902
11007068,8628105,7,21,32,0.270030862433661
11007068,9296406,6,15,32,0.273861278752583
11007068,9838493,6,44,32,0.159900537266708
11010212,3125990,11,27,19,0.485661864257183
11010212,6349681,7,9,19,0.535303379031311
11019082,3125990,8,27,20,0.344265186329548
11019082,3979328,7,18,20,0.368932393686311
11019082,11010212,9,19,20,0.461690258438319
11021264,7534972,7,94,11,0.217689644749893
11029155,3587998,7,80,33,0.136237315228267
11029155,3698862,7,53,33,0.167379834950584
11029155,6834569,7,186,33,0.0893479511245397
11029155,7948004,7,182,33,0.0903244604661891
11131445,4850876,15,260,47,0.135692441297239
11131445,5795429,11,162,47,0.126062596764964
11131445,7208158,16,74,47,0.27130337339228
11131445,9209378,19,106,47,0.269185547704058
11181721,6834569,6,186,34,0.0754493182241785
11319758,6459334,16,23,45,0.497335897728167
11319758,10551727,11,40,45,0.259272486435067
11319758,11005594,6,35,45,0.151185789203691
11365175,10414659,7,25,10,0.442718872423573
11446226,10526616,6,115,6,0.228416096288064
11460381,3698862,8,53,25,0.219776902317902
11460381,4976212,7,17,25,0.339549875050866
11460381,6834569,11,186,25,0.161311826523489
11460381,7948004,6,182,25,0.0889499179993321
11566549,5635475,9,90,76,0.108821437516502
11566549,10587360,15,290,76,0.101038168202699
11574579,6272854,6,67,8,0.259160527674408
11579324,10587360,10,290,25,0.117444043902941
11651065,4709679,7,135,184,0.0444142409449014
11651065,8118659,11,85,184,0.0879577903884902
11652193,11651065,6,184,7,0.167183463772606
11732158,3843749,6,71,26,0.139648219234718
11732158,10435025,7,38,26,0.222699667041522
11794566,3224772,6,10,113,0.178489235192619
11794566,3318380,7,29,113,0.122281235849291
11794566,3542178,6,18,113,0.133038021047548
11794566,3843749,7,71,113,0.0781501190454493
11794566,4409281,30,75,113,0.325875267956141
11794566,4544952,6,19,113,0.129489701032545
11794566,11005594,6,35,113,0.0954065093311563
11799061,4850876,8,260,58,0.0651462341984456
11799061,5795429,6,162,58,0.0618984460590173
11925880,6272854,6,67,12,0.211603684757579
12017011,3717160,7,63,7,0.333333333333333
12062857,7534972,6,94,10,0.195698421916033
12078492,7948004,7,182,10,0.164082530828473
12104572,9328398,7,22,15,0.385337317794226
12116695,5119515,13,54,36,0.294845987557234
12158263,4118422,6,74,41,0.10892898631974
12158263,6834569,6,186,41,0.0687072948689876
12158991,4219674,9,56,112,0.113642161262124
12158991,8118659,6,85,112,0.0614940046268091
12158991,10587360,8,290,112,0.0443896761618475
12207785,3089206,6,20,131,0.117219699774685
12207785,3346909,25,102,131,0.21627398124792
12207785,3359043,6,7,131,0.198137456005148
12207785,3442981,8,32,131,0.123560412643043
12207785,3587998,8,80,131,0.0781464665164564
12207785,3782363,8,72,131,0.0823736084286954
12207785,4118422,6,74,131,0.060939620128645
12207785,4312792,13,67,131,0.138761920874367
12207785,4367199,14,15,131,0.315825184356459
12207785,4376266,9,11,131,0.237088516398225
12207785,4540535,7,14,131,0.163455061873007
12207785,4563052,11,17,131,0.233094795426971
12207785,5235496,7,26,131,0.119943223992841
12207785,5631710,6,37,131,0.0861816372717943
12207785,5663043,6,11,131,0.15805901093215
12207785,5891080,13,24,131,0.231847321877087
12207785,5909037,7,8,131,0.216230722125325
12207785,6207824,10,77,131,0.0995678179522161
12207785,6272854,20,67,131,0.213479878268258
12207785,6294319,11,45,131,0.143268521946837
12207785,6674650,9,12,131,0.226994972537393
12207785,6749624,6,95,131,0.0537840868957923
12207785,6834569,21,186,131,0.134532488256384
12207785,6834572,9,116,131,0.0730092466207501
12207785,7534972,6,94,131,0.0540694156189615
12207785,7948004,31,182,131,0.200766085838848
12207785,7948009,10,71,131,0.103689594913488
12207785,8360829,6,11,131,0.15805901093215
12207785,8721607,12,34,131,0.179806811460766
12207785,8726652,10,35,131,0.147682940172128
12207785,10183372,10,26,131,0.171347462846916
12207785,10184504,6,46,131,0.0772923811287435
12207785,10239284,7,9,131,0.203864279887575
12207785,11029155,6,33,131,0.0912554125095226
12222343,3346909,11,102,58,0.143014016060395
12222343,4367199,13,15,58,0.440741277353527
12222343,4376266,8,11,58,0.316723032985958
12222343,4563052,9,17,58,0.286618389884317
12222343,5891080,6,24,58,0.160816880225669
12222343,6272854,14,67,58,0.224582875200331
12222343,6294319,6,45,58,0.117444043902941
12222343,6834569,11,186,58,0.105906402594428
12222343,7948004,11,182,58,0.107063883993524
12222343,8360829,7,11,58,0.277132653862714
12222343,10184504,6,46,58,0.116160463899355
12222343,10528384,6,14,58,0.210558721903079
12222343,12207785,43,131,58,0.493308741137488
12223598,12207785,8,131,8,0.247120825286086
12223598,12222343,7,58,8,0.324966841809841
12234990,4367199,6,15,13,0.42966892442366
12234990,12207785,9,131,13,0.218089715252695
12234990,12222343,8,58,13,0.291342816291692
12272658,4055366,6,15,75,0.178885438199983
12272658,7886747,7,11,75,0.243708718337977
12272658,7896771,12,50,75,0.195959179422654
12278593,3829220,6,29,24,0.227429413073671
12278593,3998319,7,112,24,0.13501543121683
12312094,3782363,6,72,57,0.0936585811581694
12312094,4430849,6,52,57,0.110207753755597
12312094,4579780,6,16,57,0.198679853559757
12312094,4888770,9,19,57,0.273481706458244
12312094,6088621,15,47,57,0.289804351502968
12312094,6749624,7,95,57,0.0951259067489541
12312094,6834569,7,186,57,0.0679835971206076
12312094,7534972,34,94,57,0.464491276907602
12312094,7948004,7,182,57,0.0687266093198987
12312094,10414659,8,25,57,0.211925177130407
12312094,11021264,9,11,57,0.359425378723892
12316098,11852827,6,8,8,0.75
12321865,6088621,8,47,22,0.248788165428449
12321865,7534972,11,94,22,0.241889723423448
12321865,10414659,10,25,22,0.426401432711221
12321865,12312094,6,57,22,0.169434748417471
12325134,6088621,8,47,35,0.197245469088615
12325134,7534972,18,94,35,0.313815619689483
12325134,7948004,6,182,35,0.0751764016548882
12325134,10414659,8,25,35,0.270449361513125
12325134,12312094,13,57,35,0.291052880845769
12374520,5635475,7,90,48,0.106501608403782
12374520,10587360,10,290,48,0.0847579379526013
12375162,3812718,8,87,75,0.0990375136944277
12375933,10587360,9,290,65,0.0655521336656307
12375950,10587360,7,290,62,0.052203929718813
12375950,12374520,8,48,62,0.146647115021353
12376214,12376009,8,11,17,0.585017939301705
12419288,6189529,9,20,46,0.296721213028104
12419288,6834569,6,186,46,0.0648658125096616
12483850,5427876,6,36,13,0.277350098112615
12487359,12207785,8,131,10,0.221031585598215
12487359,12222343,6,58,10,0.24913643956122
12491579,7191723,7,39,21,0.244599795235114
12542991,4850876,7,260,19,0.0995943188142826
12573559,3782363,10,72,17,0.285830975237515
12573559,7948004,9,182,17,0.161801429691739
12585622,9987518,6,31,13,0.298881288832031
12628823,11794566,9,113,26,0.166041486856105
12636442,6834131,6,8,7,0.801783725737273
12641724,12375933,6,65,14,0.198898063239539
12641733,4219674,7,56,20,0.209165006633519
12643548,4850876,7,260,13,0.120403660326912
12643548,7208158,9,74,13,0.290171646098622
12651757,3239695,6,18,49,0.202030508910442
12651757,4430849,7,52,49,0.138675049056307
12651757,6087949,28,66,49,0.492365963917331
12651757,6088620,6,14,49,0.229081064496364
12651757,6088621,6,47,49,0.125027135569624
12651757,6722631,8,14,49,0.305441419328485
12651757,6749624,18,95,49,0.263823004821897
12651757,6764861,6,21,49,0.187043905916565
12651757,6834569,7,186,49,0.0733235575106767
12651757,7534972,7,94,49,0.103142124625879
12651757,9147081,6,26,49,0.168099544404158
12651757,9147097,9,25,49,0.257142857142857
12651757,10414659,7,25,49,0.2
12745663,3346909,6,102,67,0.0725794650937327
12745663,3587998,10,80,67,0.136589591177038
12745663,4048368,9,20,67,0.245861264118669
12745663,4850876,31,260,67,0.234875446387504
12745663,6294319,9,45,67,0.163907509412446
12745663,6834569,7,186,67,0.0627052879551487
12745663,7866541,6,23,67,0.1528445406338
12745663,8863445,7,12,67,0.246870965550509
12745663,9346202,7,37,67,0.140591730522843
12745663,10184504,6,46,67,0.108077411149503
12745663,10964517,6,11,67,0.221012840605127
12746943,3998319,8,112,39,0.12104550653376
12746943,6088621,11,47,39,0.256928009726878
12746943,7534972,26,94,39,0.429414907892783
12746943,7948004,6,182,39,0.0712169307517347
12746943,12312094,12,57,39,0.254513905190311
12746943,12321865,6,22,39,0.204836622599676
12746943,12325134,11,35,39,0.297732579078422
12842846,11319758,7,45,12,0.301232038038355
12928039,11794566,8,113,24,0.153619074528514
12928053,3717887,6,32,78,0.120096115353815
12928053,4850876,14,260,78,0.0983091769881067
12928053,7208158,8,74,78,0.105299625298531
12928053,7308566,6,39,78,0.108785658644084
12928053,7948004,7,182,78,0.0587509704481518
12928053,8962888,6,33,78,0.118262479197817
12928053,9209378,6,106,78,0.0659858805321875
12928053,12207785,6,131,78,0.0593565022797757
12928053,12278593,6,24,78,0.138675049056307
12928053,12542991,6,19,78,0.155857300039839
12953748,7534972,8,94,10,0.260931229221377
12953748,12312094,6,57,10,0.251312344975017
12965777,3998319,6,112,14,0.151522881682832
12965777,6088621,6,47,14,0.233904352675635
12965777,7534972,10,94,14,0.275658923209986
12991814,12746943,6,39,10,0.3038218101251
13009479,7896771,18,50,92,0.265395521078815
13009479,10587360,10,290,92,0.0612219399972876
13009479,12272658,21,75,92,0.252810291480115
13018314,3346909,7,102,48,0.10004084133313
13018314,3587998,16,80,48,0.258198889747161
13018314,3698862,13,53,48,0.257741765358397
13018314,4118422,12,74,48,0.201346816564207
13018314,5631710,7,37,48,0.166102649256687
13018314,6207824,7,77,48,0.11514154661796
13018314,6834569,20,186,48,0.211666878333651
13018314,7948004,10,182,48,0.106990123127728
13018314,10683513,8,42,48,0.17817416127495
13052523,3186060,7,9,86,0.251609804141356
13052523,3239695,6,18,86,0.152498570332605
13052523,4430849,13,52,86,0.194398296480238
13052523,6087949,19,66,86,0.252192639770902
13052523,6088621,11,47,86,0.173019292011653
13052523,6749624,16,95,86,0.177014545523257
13052523,6834569,6,186,86,0.0474400952851084
13052523,7534972,12,94,86,0.133465215990039
13052523,7948004,10,182,86,0.0799309694507202
13052523,9147097,6,25,86,0.129399327844126
13052523,9351735,6,12,86,0.186771841909407
13052523,10414659,7,25,86,0.150965882484814
13052523,12312094,6,57,86,0.0856967983560064
13052523,12321865,7,22,86,0.160930171455096
13052523,12419288,7,46,86,0.111293525131056
13052523,12651757,11,49,86,0.16945150074826
13052539,13052523,8,86,14,0.230556167081694
13067837,11266795,7,9,20,0.521749194749951
13116945,12375162,6,75,25,0.13856406460551
13142345,5227468,9,47,21,0.286473156335654
13300717,11651065,12,184,88,0.0943041920192897
13350637,7592491,6,42,9,0.308606699924184
13378888,7727468,11,110,83,0.115121727090036
13378888,9084645,8,49,83,0.125444868559646
13500472,6087949,11,66,32,0.239356776939085
13500472,6510695,7,22,32,0.263822426505543
13500472,6749624,8,95,32,0.145095250022002
13500472,9147081,9,26,32,0.312018860376691
13500472,12651757,12,49,32,0.303045763365663
13504653,4430849,6,52,21,0.181568259800641
